time	V(To_Dekoder,N002)
2.165847240444259e-002	4.364014e-003
2.165858583897158e-002	5.104065e-003
2.165874694561375e-002	6.515503e-003
2.165898719807220e-002	9.391785e-003
2.165935927217332e-002	1.535797e-002
2.165970926334994e-002	2.265167e-002
2.166010362483645e-002	3.303528e-002
2.166055524104493e-002	4.772186e-002
2.166118407411542e-002	7.320404e-002
2.166216513818133e-002	1.249466e-001
2.166412726631315e-002	2.576981e-001
2.166580833803478e-002	3.953552e-001
2.166654506429257e-002	4.645386e-001
2.166699649569496e-002	5.100708e-001
2.166709713719521e-002	5.205536e-001
2.166729842019572e-002	5.418854e-001
2.166739948820417e-002	5.526962e-001
2.166746032503874e-002	5.592499e-001
2.166750714148312e-002	5.643005e-001
2.166755280729167e-002	5.692215e-001
2.166759283086319e-002	5.735397e-001
2.166762935430000e-002	5.774689e-001
2.166766814687857e-002	5.816422e-001
2.166770916509657e-002	5.860519e-001
2.166776706302467e-002	5.922775e-001
2.166788285888088e-002	6.047211e-001
2.166800000000000e-002	6.173325e-001
2.166801171411191e-002	6.185913e-001
2.166803514233574e-002	6.211166e-001
2.166808199878339e-002	6.261444e-001
2.166812486395836e-002	6.307373e-001
2.166817258730510e-002	6.358261e-001
2.166826038159406e-002	6.451416e-001
2.166843597017197e-002	6.635742e-001
2.166948950163945e-002	7.688293e-001
2.167089421026276e-002	8.961868e-001
2.167370362750937e-002	1.113342e+000
2.167932246200259e-002	1.448135e+000
2.168687806913199e-002	1.758453e+000
2.169547568866572e-002	1.973473e+000
2.170555444086826e-002	2.111374e+000
2.171764710715588e-002	2.192665e+000
2.173294874148605e-002	2.236053e+000
2.175271663153055e-002	2.255089e+000
2.178012672313180e-002	2.261505e+000
2.182119958918802e-002	2.262962e+000
2.189369671334499e-002	2.263367e+000
2.206400000000000e-002	2.264145e+000
2.207400000000000e-002	2.264191e+000
2.208400000000000e-002	2.264252e+000
2.208405165712011e-002	2.264206e+000
2.208415497136034e-002	2.264099e+000
2.208420485051870e-002	2.264023e+000
2.208425188115942e-002	2.263931e+000
2.208430724291260e-002	2.263809e+000
2.208437342726960e-002	2.263611e+000
2.208441719102355e-002	2.263489e+000
2.208446353684521e-002	2.263321e+000
2.208450949704378e-002	2.263153e+000
2.208455928317742e-002	2.262955e+000
2.208461096754046e-002	2.262741e+000
2.208466342342471e-002	2.262482e+000
2.208472667755707e-002	2.262115e+000
2.208479556449007e-002	2.261658e+000
2.208488906484008e-002	2.260941e+000
2.208498872470821e-002	2.260056e+000
2.208513085817957e-002	2.258530e+000
2.208527959223528e-002	2.256607e+000
2.208549948080423e-002	2.253220e+000
2.208573816926945e-002	2.248734e+000
2.208611734641337e-002	2.239822e+000
2.208663983574285e-002	2.224197e+000
2.208744197722126e-002	2.194107e+000
2.208813205541951e-002	2.162506e+000
2.208881774792033e-002	2.125534e+000
2.208943554609004e-002	2.087616e+000
2.209020117099313e-002	2.035049e+000
2.209108625382895e-002	1.967422e+000
2.209245574178496e-002	1.853668e+000
2.209300625404926e-002	1.805283e+000
2.209322983377267e-002	1.784897e+000
2.209355284055318e-002	1.754944e+000
2.209400000000000e-002	1.713135e+000
2.209400525155069e-002	1.712646e+000
2.209401575465207e-002	1.711655e+000
2.209420481047690e-002	1.693938e+000
2.209439386630174e-002	1.676416e+000
2.209458292212658e-002	1.659088e+000
2.209477197795142e-002	1.641955e+000
2.209496103377625e-002	1.625016e+000
2.209515008960109e-002	1.608271e+000
2.209533914542593e-002	1.591721e+000
2.209668354240254e-002	1.479156e+000
2.209937233635578e-002	1.274673e+000
2.210293769573439e-002	1.035873e+000
2.210608224038815e-002	8.523407e-001
2.210797121499384e-002	7.548065e-001
2.210906754607593e-002	7.029877e-001
2.210975339521691e-002	6.724243e-001
2.211039749703673e-002	6.448975e-001
2.211085724211249e-002	6.259155e-001
2.211137983813872e-002	6.050720e-001
2.211198505752922e-002	5.818176e-001
2.211268431507136e-002	5.560455e-001
2.211352024815747e-002	5.267792e-001
2.211456381376227e-002	4.925232e-001
2.211601432805502e-002	4.489441e-001
2.211821530561123e-002	3.911285e-001
2.212217203169376e-002	3.065186e-001
2.212804663230776e-002	2.120209e-001
2.213456603584259e-002	1.385345e-001
2.214053155966624e-002	9.347534e-002
2.214640822144729e-002	6.387329e-002
2.215219480882247e-002	4.412842e-002
2.215816024958667e-002	3.033447e-002
2.216408692641906e-002	2.105713e-002
2.217011789721045e-002	1.469421e-002
2.217614004814468e-002	1.042175e-002
2.218230099465559e-002	7.492065e-003
2.218854254707304e-002	5.523682e-003
2.219500354371536e-002	4.165649e-003
2.220168402762733e-002	3.265381e-003
2.220875773413921e-002	2.655029e-003
2.221631050042211e-002	2.227783e-003
2.222460349749436e-002	1.953125e-003
2.223386539886238e-002	1.754761e-003
2.224455606508426e-002	1.632690e-003
2.225722004046982e-002	1.556396e-003
2.229300800154122e-002	1.434326e-003
2.248554549509703e-002	9.918213e-004
2.249100000000000e-002	9.918213e-004
2.249101286515537e-002	9.918213e-004
2.249103859546609e-002	1.007080e-003
2.249109005608755e-002	1.037598e-003
2.249116584290075e-002	1.129150e-003
2.249127607143581e-002	1.373291e-003
2.249136947097969e-002	1.678467e-003
2.249146310639662e-002	2.120972e-003
2.249157795030783e-002	2.853394e-003
2.249172440119089e-002	4.104614e-003
2.249195723306431e-002	6.820679e-003
2.249231297517005e-002	1.229858e-002
2.249262891175028e-002	1.872253e-002
2.249308251987621e-002	3.039551e-002
2.249349295997084e-002	4.360962e-002
2.249422525913439e-002	7.366943e-002
2.249535042806930e-002	1.338348e-001
2.249717399551501e-002	2.595825e-001
2.249898493677468e-002	4.106140e-001
2.249970538789814e-002	4.791718e-001
2.250019282410440e-002	5.291290e-001
2.250025380465601e-002	5.356293e-001
2.250037576575922e-002	5.486755e-001
2.250043704052811e-002	5.552826e-001
2.250048507844391e-002	5.604706e-001
2.250053244712660e-002	5.655823e-001
2.250057789931324e-002	5.705109e-001
2.250061934213734e-002	5.749969e-001
2.250065653736807e-002	5.790100e-001
2.250069580495637e-002	5.832367e-001
2.250073773925986e-002	5.877686e-001
2.250079807234013e-002	5.942535e-001
2.250087933383944e-002	6.030121e-001
2.250100000000000e-002	6.160278e-001
2.250101206661606e-002	6.173401e-001
2.250103619984817e-002	6.199341e-001
2.250108446631239e-002	6.251526e-001
2.250112762146931e-002	6.297760e-001
2.250117503292443e-002	6.348419e-001
2.250126302726912e-002	6.441803e-001
2.250249494809465e-002	7.683563e-001
2.250390285760954e-002	8.961639e-001
2.250671867663933e-002	1.114044e+000
2.251235031469892e-002	1.449860e+000
2.251989855450751e-002	1.760010e+000
2.252850353219128e-002	1.975266e+000
2.253857558468704e-002	2.113113e+000
2.255067929436404e-002	2.194473e+000
2.256597439217126e-002	2.237854e+000
2.258575833733517e-002	2.256866e+000
2.261316151600879e-002	2.263275e+000
2.265427142962452e-002	2.264740e+000
2.272676950741250e-002	2.265121e+000
2.290700000000000e-002	2.265915e+000
2.291700000000000e-002	2.265961e+000
2.291704949581032e-002	2.265915e+000
2.291714848743097e-002	2.265823e+000
2.291719616499313e-002	2.265762e+000
2.291724130814152e-002	2.265671e+000
2.291729437295072e-002	2.265549e+000
2.291735757189187e-002	2.265396e+000
2.291740263005265e-002	2.265259e+000
2.291744970891393e-002	2.265106e+000
2.291749619528502e-002	2.264954e+000
2.291754581646783e-002	2.264755e+000
2.291759827280843e-002	2.264542e+000
2.291765169387603e-002	2.264282e+000
2.291771724421187e-002	2.263916e+000
2.291778859233288e-002	2.263443e+000
2.291788671883873e-002	2.262695e+000
2.291799049417167e-002	2.261734e+000
2.291814050125935e-002	2.260086e+000
2.291829641186803e-002	2.258057e+000
2.291853064440501e-002	2.254303e+000
2.291879184305286e-002	2.249176e+000
2.291921391744968e-002	2.238739e+000
2.291980124338305e-002	2.220139e+000
2.292063681671638e-002	2.186996e+000
2.292130893990960e-002	2.154755e+000
2.292197538364307e-002	2.117386e+000
2.292261883991487e-002	2.076569e+000
2.292341987233390e-002	2.019867e+000
2.292437601251134e-002	1.945251e+000
2.292544492040318e-002	1.855148e+000
2.292605923145883e-002	1.800659e+000
2.292626675412463e-002	1.781677e+000
2.292658495466840e-002	1.752060e+000
2.292700000000000e-002	1.713135e+000
2.292700467167374e-002	1.712708e+000
2.292701401502122e-002	1.711807e+000
2.292718219527582e-002	1.695999e+000
2.292735037553043e-002	1.680345e+000
2.292751855578504e-002	1.664844e+000
2.292768673603965e-002	1.649495e+000
2.292785491629425e-002	1.634300e+000
2.292802309654886e-002	1.619259e+000
2.292819127680347e-002	1.604370e+000
2.292938722528068e-002	1.502563e+000
2.293177912223510e-002	1.313980e+000
2.293412433852218e-002	1.146225e+000
2.293637452493442e-002	1.002792e+000
2.293890996124714e-002	8.581543e-001
2.294078693663711e-002	7.610474e-001
2.294187488335355e-002	7.091522e-001
2.294259512856836e-002	6.767883e-001
2.294330197461994e-002	6.464539e-001
2.294403107279282e-002	6.164551e-001
2.294461845959912e-002	5.932617e-001
2.294525015491965e-002	5.693207e-001
2.294590244032829e-002	5.456848e-001
2.294678994898767e-002	5.151520e-001
2.294786318189515e-002	4.806213e-001
2.294941348025438e-002	4.351501e-001
2.295169523976642e-002	3.771362e-001
2.295601632115691e-002	2.883759e-001
2.296176069993320e-002	1.993713e-001
2.296757372989042e-002	1.361237e-001
2.297378384679025e-002	9.027100e-002
2.297949798403221e-002	6.173706e-002
2.298546183806973e-002	4.164124e-002
2.299119797114637e-002	2.850342e-002
2.299716081261469e-002	1.924133e-002
2.300294876835635e-002	1.312256e-002
2.300888313052902e-002	8.880615e-003
2.301469133064477e-002	6.042480e-003
2.302060713087655e-002	4.089355e-003
2.302643444034853e-002	2.777100e-003
2.303233674685703e-002	1.876831e-003
2.303817198980410e-002	1.266479e-003
2.304405259531026e-002	8.544922e-004
2.304987085129589e-002	5.645752e-004
2.305569378232372e-002	3.662109e-004
2.306142484939252e-002	2.288818e-004
2.307251512917530e-002	7.629395e-005
2.308034138455027e-002	1.588160e-005
2.308816763992525e-002	-3.456583e-005
2.309599389530023e-002	-7.504833e-005
2.310382015067521e-002	-1.055659e-004
2.311164640605018e-002	-1.261186e-004
2.311947266142516e-002	-1.367063e-004
2.312729891680014e-002	-1.373291e-004
2.331914469024931e-002	-4.272461e-004
2.332400000000000e-002	-4.119873e-004
2.332401068105903e-002	-4.119873e-004
2.332403204317708e-002	-4.272461e-004
2.332407476741319e-002	-3.967285e-004
2.332415061976255e-002	-3.051758e-004
2.332425329962059e-002	-1.068115e-004
2.332435432159236e-002	2.136230e-004
2.332445955100473e-002	7.019043e-004
2.332457106956058e-002	1.403809e-003
2.332470789423036e-002	2.548218e-003
2.332492534940231e-002	5.065918e-003
2.332533262469926e-002	1.147461e-002
2.332573150981643e-002	1.979065e-002
2.332611815159664e-002	3.009033e-002
2.332659193811081e-002	4.606628e-002
2.332743182514438e-002	8.340454e-002
2.332911159921154e-002	1.827850e-001
2.333109135436149e-002	3.280487e-001
2.333168468754467e-002	3.798981e-001
2.333287135391102e-002	4.955444e-001
2.333327345833368e-002	5.369110e-001
2.333352390618461e-002	5.636902e-001
2.333361865799818e-002	5.739288e-001
2.333366890653209e-002	5.793610e-001
2.333371086922826e-002	5.838928e-001
2.333375609136652e-002	5.887756e-001
2.333380689161002e-002	5.942688e-001
2.333390849209703e-002	6.052399e-001
2.333400000000000e-002	6.151428e-001
2.333400915079029e-002	6.161346e-001
2.333402745237089e-002	6.181030e-001
2.333406405553208e-002	6.220398e-001
2.333409677662012e-002	6.255798e-001
2.333413955023213e-002	6.301727e-001
2.333420038751186e-002	6.366730e-001
2.333456541119023e-002	6.750031e-001
2.333505210942806e-002	7.243805e-001
2.333602550590371e-002	8.175812e-001
2.333797229885501e-002	9.840240e-001
2.334186588475762e-002	1.252487e+000
2.334965305656284e-002	1.643265e+000
2.335697939669204e-002	1.879852e+000
2.336716480803393e-002	2.064880e+000
2.337734839600018e-002	2.162186e+000
2.339210227618981e-002	2.224823e+000
2.340847873525905e-002	2.251862e+000
2.343341146836434e-002	2.263123e+000
2.346527527752869e-002	2.266068e+000
2.352340307528501e-002	2.266617e+000
2.374835426478929e-002	2.267563e+000
2.375000000000000e-002	2.267548e+000
2.375000662647859e-002	2.267563e+000
2.375001987943578e-002	2.267563e+000
2.375004638535015e-002	2.267548e+000
2.375007207724895e-002	2.267532e+000
2.375010636998504e-002	2.267502e+000
2.375014713564140e-002	2.267441e+000
2.375021938916289e-002	2.267334e+000
2.375031476269852e-002	2.267136e+000
2.375035822414325e-002	2.267029e+000
2.375040004028392e-002	2.266907e+000
2.375044714366272e-002	2.266754e+000
2.375049968705823e-002	2.266586e+000
2.375054793083892e-002	2.266388e+000
2.375060207618044e-002	2.266174e+000
2.375065836532935e-002	2.265884e+000
2.375072933094242e-002	2.265472e+000
2.375080777899848e-002	2.264923e+000
2.375091436350491e-002	2.264053e+000
2.375103037262228e-002	2.262939e+000
2.375119333991017e-002	2.261032e+000
2.375137016529411e-002	2.258530e+000
2.375162644332364e-002	2.254089e+000
2.375190593334110e-002	2.248184e+000
2.375233655842796e-002	2.236786e+000
2.375294055643309e-002	2.216873e+000
2.375362216847712e-002	2.189285e+000
2.375427136076002e-002	2.157974e+000
2.375490938640885e-002	2.122452e+000
2.375554704404526e-002	2.082352e+000
2.375632671432758e-002	2.027664e+000
2.375725922752177e-002	1.955139e+000
2.375855341259563e-002	1.846161e+000
2.375905370136273e-002	1.801727e+000
2.375928054947892e-002	1.780899e+000
2.375954630376762e-002	1.756149e+000
2.376000000000000e-002	1.713501e+000
2.376000432730763e-002	1.713089e+000
2.376001298192290e-002	1.712265e+000
2.376013414653663e-002	1.700836e+000
2.376027262038089e-002	1.687851e+000
2.376054956806941e-002	1.662231e+000
2.376110346344645e-002	1.612228e+000
2.376221125420054e-002	1.516953e+000
2.376442683570872e-002	1.338913e+000
2.376633633797925e-002	1.198120e+000
2.376832008443853e-002	1.065720e+000
2.377038485038224e-002	9.397888e-001
2.377170156944358e-002	8.662720e-001
2.377340161394855e-002	7.787933e-001
2.377475426942172e-002	7.136536e-001
2.377553322036457e-002	6.783447e-001
2.377619269175402e-002	6.498413e-001
2.377682204734054e-002	6.236725e-001
2.377731618548397e-002	6.038666e-001
2.377789013771879e-002	5.816650e-001
2.377850450636730e-002	5.588226e-001
2.377927346657294e-002	5.315247e-001
2.378017255368657e-002	5.013580e-001
2.378138073945334e-002	4.636688e-001
2.378305803496613e-002	4.165039e-001
2.378583982567093e-002	3.503113e-001
2.379104379455949e-002	2.528839e-001
2.379702231338911e-002	1.706848e-001
2.380273217144307e-002	1.166687e-001
2.380879512370153e-002	7.781982e-002
2.381449882394581e-002	5.296326e-002
2.382043881372829e-002	3.546143e-002
2.382615335624011e-002	2.395630e-002
2.383203585329484e-002	1.589966e-002
2.383773555397537e-002	1.055908e-002
2.384351822191963e-002	6.896973e-003
2.384912829193909e-002	4.425049e-003
2.385472791169170e-002	2.746582e-003
2.386010755194340e-002	1.617432e-003
2.386531714816145e-002	8.239746e-004
2.386957733662082e-002	3.356934e-004
2.387325687559966e-002	6.103516e-005
2.387694416981642e-002	-1.831055e-004
2.388073135682921e-002	-3.967285e-004
2.388601631757438e-002	-5.493164e-004
2.389218358261397e-002	-7.324219e-004
2.389998575455947e-002	-8.544922e-004
2.390880552781930e-002	-9.460449e-004
2.391984766933878e-002	-1.037598e-003
2.395005871288339e-002	-1.098633e-003
2.414700000000000e-002	-1.312256e-003
2.415700000000000e-002	-1.281738e-003
2.415702200038425e-002	-1.251221e-003
2.415706600115274e-002	-1.251221e-003
2.415714132964221e-002	-1.190186e-003
2.415721975126561e-002	-1.037598e-003
2.415736647345471e-002	-5.798340e-004
2.415747480173890e-002	-6.103516e-005
2.415759891088956e-002	7.324219e-004
2.415771962720584e-002	1.800537e-003
2.415796105983839e-002	4.608154e-003
2.415827565177787e-002	9.429932e-003
2.415862451702022e-002	1.641846e-002
2.415899770471669e-002	2.584839e-002
2.415948461587767e-002	4.147339e-002
2.416025593161281e-002	7.406616e-002
2.416179856308308e-002	1.613464e-001
2.416376903979152e-002	3.023376e-001
2.416489547559797e-002	3.973999e-001
2.416593390607401e-002	5.007935e-001
2.416621306574691e-002	5.298767e-001
2.416638273970855e-002	5.479431e-001
2.416648091114601e-002	5.585632e-001
2.416653855102323e-002	5.647888e-001
2.416658623051469e-002	5.699768e-001
2.416663088288067e-002	5.748291e-001
2.416667107960447e-002	5.791626e-001
2.416670919336194e-002	5.833130e-001
2.416674880371077e-002	5.876160e-001
2.416679432285336e-002	5.925293e-001
2.416686707745165e-002	6.004028e-001
2.416700000000000e-002	6.147766e-001
2.416701329225483e-002	6.162109e-001
2.416703987676450e-002	6.190796e-001
2.416709304578384e-002	6.248169e-001
2.416713819744144e-002	6.296692e-001
2.416718595353207e-002	6.347961e-001
2.416727927474711e-002	6.447449e-001
2.416858577175768e-002	7.761841e-001
2.417007891119832e-002	9.107666e-001
2.417306519007962e-002	1.138062e+000
2.417903774784221e-002	1.485321e+000
2.418653228665544e-002	1.782410e+000
2.419539017865904e-002	1.993713e+000
2.420545274069145e-002	2.124359e+000
2.421795482850596e-002	2.202942e+000
2.423337261788786e-002	2.243347e+000
2.425388878359296e-002	2.261047e+000
2.428184667313684e-002	2.266754e+000
2.432512306057790e-002	2.268005e+000
2.443098453645964e-002	2.268433e+000
2.457300000000000e-002	2.269012e+000
2.458300000000000e-002	2.269073e+000
2.458304618141676e-002	2.269043e+000
2.458313854425030e-002	2.268982e+000
2.458318290610633e-002	2.268921e+000
2.458322535829757e-002	2.268860e+000
2.458327504478948e-002	2.268738e+000
2.458333378441356e-002	2.268616e+000
2.458337981569531e-002	2.268463e+000
2.458342802843420e-002	2.268341e+000
2.458348015225946e-002	2.268188e+000
2.458352767196452e-002	2.268005e+000
2.458358264349167e-002	2.267761e+000
2.458363795841789e-002	2.267487e+000
2.458370990858131e-002	2.267090e+000
2.458378644938301e-002	2.266571e+000
2.458389554996551e-002	2.265717e+000
2.458400830467843e-002	2.264618e+000
2.458417638838079e-002	2.262695e+000
2.458434814105210e-002	2.260284e+000
2.458461451070437e-002	2.255737e+000
2.458493006304536e-002	2.248901e+000
2.458545639193244e-002	2.234314e+000
2.458614739577897e-002	2.210236e+000
2.458682409894962e-002	2.181274e+000
2.458746484408534e-002	2.148834e+000
2.458809943235681e-002	2.112000e+000
2.458877874055563e-002	2.067688e+000
2.458959352605442e-002	2.008514e+000
2.459063829489153e-002	1.925842e+000
2.459119790554750e-002	1.878448e+000
2.459188077868806e-002	1.817749e+000
2.459227740777209e-002	1.781586e+000
2.459239148238248e-002	1.771027e+000
2.459261963160325e-002	1.749634e+000
2.459300000000000e-002	1.713806e+000
2.459300402041503e-002	1.713409e+000
2.459301206124509e-002	1.712646e+000
2.459312463286596e-002	1.701996e+000
2.459325328614695e-002	1.689911e+000
2.459351059270893e-002	1.666016e+000
2.459402520583290e-002	1.619354e+000
2.459505443208083e-002	1.530060e+000
2.459711288457669e-002	1.362335e+000
2.459884366660920e-002	1.232056e+000
2.460066770969135e-002	1.106415e+000
2.460230009131487e-002	1.002472e+000
2.460343105434295e-002	9.356689e-001
2.460487142362826e-002	8.564148e-001
2.460628756947670e-002	7.833557e-001
2.460737331239223e-002	7.306213e-001
2.460816202370699e-002	6.942749e-001
2.460882349396574e-002	6.651001e-001
2.460945843356509e-002	6.381226e-001
2.460998155151177e-002	6.166687e-001
2.461050943271981e-002	5.957642e-001
2.461111899302644e-002	5.724792e-001
2.461177442030719e-002	5.485229e-001
2.461258571177657e-002	5.202637e-001
2.461354094058742e-002	4.889526e-001
2.461490018132025e-002	4.478455e-001
2.461683158017126e-002	3.960876e-001
2.462025009636153e-002	3.211365e-001
2.462692964715522e-002	2.102356e-001
2.463295608556065e-002	1.393433e-001
2.463840901685376e-002	9.652710e-002
2.464428500246978e-002	6.506348e-002
2.465003142311408e-002	4.400635e-002
2.465595617186227e-002	2.920532e-002
2.466166446972327e-002	1.950073e-002
2.466746194399209e-002	1.278687e-002
2.467309266986199e-002	8.300781e-003
2.467873712638618e-002	5.187988e-003
2.468417921899543e-002	3.143311e-003
2.468949266945753e-002	1.708984e-003
2.469446414488739e-002	7.324219e-004
2.469817948907934e-002	2.136230e-004
2.470183729825161e-002	-1.831055e-004
2.470549880873228e-002	-4.577637e-004
2.471008328619828e-002	-7.934570e-004
2.471590385755519e-002	-1.007080e-003
2.472295018846100e-002	-1.251221e-003
2.473130176391035e-002	-1.403809e-003
2.474123423657268e-002	-1.525879e-003
2.475327520179829e-002	-1.586914e-003
2.478768595869649e-002	-1.647949e-003
2.498427191196913e-002	-1.739502e-003
2.499000000000000e-002	-1.739502e-003
2.499001260306040e-002	-1.708984e-003
2.499003780918119e-002	-1.739502e-003
2.499008822142278e-002	-1.708984e-003
2.499016403691076e-002	-1.586914e-003
2.499027322926099e-002	-1.342773e-003
2.499036617008216e-002	-1.068115e-003
2.499045877202561e-002	-6.408691e-004
2.499057487345620e-002	1.220703e-004
2.499071471204492e-002	1.312256e-003
2.499094498961436e-002	3.967285e-003
2.499127851694125e-002	9.094238e-003
2.499164457103923e-002	1.641846e-002
2.499201184733327e-002	2.584839e-002
2.499251161613024e-002	4.211426e-002
2.499333267645573e-002	7.757568e-002
2.499497479710671e-002	1.719055e-001
2.499677940153049e-002	3.015747e-001
2.499764039167258e-002	3.746338e-001
2.499827801971583e-002	4.346008e-001
2.499872474391350e-002	4.789124e-001
2.499898439601739e-002	5.057373e-001
2.499950370022519e-002	5.608521e-001
2.499963056102716e-002	5.745544e-001
2.499970519645945e-002	5.826416e-001
2.499974925250414e-002	5.874023e-001
2.499979814219120e-002	5.927124e-001
2.499984935601277e-002	5.982666e-001
2.499989757235686e-002	6.034851e-001
2.499990356731182e-002	6.041260e-001
2.499991555722174e-002	6.054077e-001
2.499993953704157e-002	6.080322e-001
2.499995204036032e-002	6.093750e-001
2.499997704699782e-002	6.120605e-001
2.500000000000000e-002	6.145630e-001
2.500000229530022e-002	6.148376e-001
2.500000688590065e-002	6.153259e-001
2.500001606710152e-002	6.163025e-001
2.500003442950327e-002	6.182861e-001
2.500006369619963e-002	6.214600e-001
2.500009547228070e-002	6.249084e-001
2.500014088811015e-002	6.297607e-001
2.500020600931198e-002	6.367493e-001
2.500111770613758e-002	7.305908e-001
2.500215964536684e-002	8.297424e-001
2.500424352382537e-002	1.005585e+000
2.500841128074241e-002	1.286865e+000
2.501625958559352e-002	1.668671e+000
2.502373831153420e-002	1.900513e+000
2.503395993501512e-002	2.077515e+000
2.504438588225000e-002	2.171631e+000
2.505930912029318e-002	2.230865e+000
2.507614147086035e-002	2.256317e+000
2.510157863465881e-002	2.266571e+000
2.513468329145155e-002	2.269196e+000
2.519520172421250e-002	2.269653e+000
2.540600000000000e-002	2.270447e+000
2.541600000000000e-002	2.270477e+000
2.541604491088488e-002	2.270477e+000
2.541613473265465e-002	2.270416e+000
2.541617786090367e-002	2.270325e+000
2.541621938277321e-002	2.270264e+000
2.541626788277785e-002	2.270172e+000
2.541632513010921e-002	2.270050e+000
2.541637114473328e-002	2.269928e+000
2.541641996161006e-002	2.269806e+000
2.541647152728201e-002	2.269623e+000
2.541651954979677e-002	2.269470e+000
2.541657509788136e-002	2.269257e+000
2.541663163892112e-002	2.268951e+000
2.541670568355671e-002	2.268555e+000
2.541678469299835e-002	2.268005e+000
2.541689743956992e-002	2.267090e+000
2.541701413945401e-002	2.265961e+000
2.541718824473181e-002	2.263947e+000
2.541736683561154e-002	2.261414e+000
2.541764284685364e-002	2.256500e+000
2.541797603181713e-002	2.249054e+000
2.541853716639012e-002	2.232971e+000
2.541926006535113e-002	2.206909e+000
2.541993228090974e-002	2.177216e+000
2.542060204306617e-002	2.142303e+000
2.542122967992217e-002	2.104889e+000
2.542195153713324e-002	2.056641e+000
2.542278527079482e-002	1.994629e+000
2.542394499392470e-002	1.899841e+000
2.542500436015751e-002	1.807434e+000
2.542519593862174e-002	1.790009e+000
2.542557909555021e-002	1.754242e+000
2.542600000000000e-002	1.714600e+000
2.542600397730846e-002	1.714233e+000
2.542601193192539e-002	1.713470e+000
2.542612329656235e-002	1.702911e+000
2.542625057043316e-002	1.690948e+000
2.542650511817479e-002	1.667297e+000
2.542701421365804e-002	1.621033e+000
2.542803240462455e-002	1.532532e+000
2.543006878655757e-002	1.366119e+000
2.543175439127359e-002	1.238892e+000
2.543366507576903e-002	1.106689e+000
2.543513727541301e-002	1.012360e+000
2.543622860569522e-002	9.473877e-001
2.543755571255110e-002	8.734741e-001
2.543902476419557e-002	7.967529e-001
2.544023677876602e-002	7.372742e-001
2.544107617902515e-002	6.982727e-001
2.544174456238909e-002	6.686401e-001
2.544240463268436e-002	6.404724e-001
2.544301733352284e-002	6.153259e-001
2.544356498557630e-002	5.936890e-001
2.544419035578956e-002	5.698853e-001
2.544482362497460e-002	5.467834e-001
2.544565600530039e-002	5.179443e-001
2.544663577354959e-002	4.859619e-001
2.544802099421665e-002	4.443665e-001
2.544999221383517e-002	3.920288e-001
2.545352006104846e-002	3.149414e-001
2.545940995328131e-002	2.169800e-001
2.546585560090050e-002	1.412048e-001
2.547189007169078e-002	9.362793e-002
2.547764164645571e-002	6.326294e-002
2.548338583842186e-002	4.269409e-002
2.548917507959506e-002	2.856445e-002
2.549495747839256e-002	1.889038e-002
2.550068739668846e-002	1.235962e-002
2.550634564889746e-002	7.934570e-003
2.551190673390004e-002	4.913330e-003
2.551732590606105e-002	2.899170e-003
2.552252684356331e-002	1.495361e-003
2.552683991839481e-002	6.713867e-004
2.553049488048648e-002	1.220703e-004
2.553428991440814e-002	-3.051758e-004
2.553802802104608e-002	-6.103516e-004
2.554310763212063e-002	-9.460449e-004
2.554909867539842e-002	-1.190186e-003
2.555664915681909e-002	-1.434326e-003
2.556521268570029e-002	-1.586914e-003
2.557582104625906e-002	-1.678467e-003
2.558832432585545e-002	-1.739502e-003
2.562509627266634e-002	-1.770020e-003
2.582134299899457e-002	-1.770020e-003
2.582300000000000e-002	-1.770020e-003
2.582300413401551e-002	-1.800537e-003
2.582301240204653e-002	-1.770020e-003
2.582302893810858e-002	-1.770020e-003
2.582306201023267e-002	-1.770020e-003
2.582312815448086e-002	-1.708984e-003
2.582323191175753e-002	-1.495361e-003
2.582335950823790e-002	-1.129150e-003
2.582345487745718e-002	-6.713867e-004
2.582358030449447e-002	1.220703e-004
2.582369971723464e-002	1.098633e-003
2.582393854271496e-002	3.845215e-003
2.582427605231282e-002	9.033203e-003
2.582464769388344e-002	1.647949e-002
2.582500960395822e-002	2.572632e-002
2.582551211102510e-002	4.208374e-002
2.582633480557111e-002	7.763672e-002
2.582798019466311e-002	1.721497e-001
2.582976963980855e-002	3.006592e-001
2.583062703951178e-002	3.733826e-001
2.583128520059353e-002	4.352417e-001
2.583168367783651e-002	4.748840e-001
2.583220304551404e-002	5.286865e-001
2.583243583878551e-002	5.534058e-001
2.583253441345704e-002	5.640869e-001
2.583259624365576e-002	5.708008e-001
2.583264376408287e-002	5.759583e-001
2.583268719801382e-002	5.806885e-001
2.583272525397420e-002	5.848389e-001
2.583276637306307e-002	5.892944e-001
2.583280732872698e-002	5.937500e-001
2.583286367977374e-002	5.998840e-001
2.583288729790647e-002	6.024475e-001
2.583293453417192e-002	6.075439e-001
2.583300000000000e-002	6.146545e-001
2.583300654658281e-002	6.153564e-001
2.583301963974842e-002	6.167908e-001
2.583304582607965e-002	6.195984e-001
2.583307373571368e-002	6.226196e-001
2.583310966932189e-002	6.264954e-001
2.583315554932206e-002	6.314087e-001
2.583324317687582e-002	6.408081e-001
2.583438757308004e-002	7.572327e-001
2.583569545445629e-002	8.779907e-001
2.583831121720880e-002	1.085968e+000
