time	V(to_dekoder)
2.378664063629682e-002	4.032220e-001
2.379267717840771e-002	2.976134e-001
2.379973344173554e-002	2.128238e-001
2.380623694333734e-002	1.621283e-001
2.381305521868752e-002	1.284538e-001
2.382003495385852e-002	1.066692e-001
2.382790531958385e-002	9.161733e-002
2.383636820598354e-002	8.209372e-002
2.384619127616216e-002	7.601123e-002
2.385738789964755e-002	7.248973e-002
2.387119734488156e-002	7.054350e-002
2.388827994992418e-002	6.963027e-002
2.391138436167136e-002	6.927357e-002
2.394398729481417e-002	6.917711e-002
2.415700000000000e-002	6.916472e-002
2.415703094153290e-002	6.917649e-002
2.415709282459871e-002	6.922218e-002
2.415717193755960e-002	6.933473e-002
2.415725859409503e-002	6.954332e-002
2.415735138156797e-002	6.987932e-002
2.415744886225797e-002	7.037141e-002
2.415756271860478e-002	7.113513e-002
2.415770026113014e-002	7.235464e-002
2.415792433354583e-002	7.506590e-002
2.415831812486535e-002	8.202830e-002
2.415910570750440e-002	1.027087e-001
2.416016158347372e-002	1.432020e-001
2.416158951047200e-002	2.193507e-001
2.416316950584195e-002	3.258396e-001
2.416396646954743e-002	3.909197e-001
2.416556039695839e-002	5.388773e-001
2.416608936282720e-002	5.919411e-001
2.416641421007490e-002	6.264367e-001
2.416659164291367e-002	6.456876e-001
2.416664513432246e-002	6.515575e-001
2.416669295722865e-002	6.568326e-001
2.416674301945120e-002	6.623617e-001
2.416679169788811e-002	6.677377e-001
2.416684324311850e-002	6.734287e-001
2.416689781504722e-002	6.794574e-001
2.416700000000000e-002	6.907572e-001
2.416701021849528e-002	6.918882e-001
2.416703065548583e-002	6.941479e-001
2.416707152946694e-002	6.986564e-001
2.416780726112694e-002	7.768349e-001
2.416854299278693e-002	8.511474e-001
2.416927872444693e-002	9.215942e-001
2.417001445610692e-002	9.881751e-001
2.417075018776692e-002	1.050890e+000
2.417148591942692e-002	1.109739e+000
2.417222165108691e-002	1.164723e+000
2.417745352066910e-002	1.496881e+000
2.418518072915695e-002	1.838421e+000
2.419352812738277e-002	2.065179e+000
2.420374919385602e-002	2.217058e+000
2.421546445877910e-002	2.303475e+000
2.423085289270544e-002	2.351456e+000
2.425001483563900e-002	2.372172e+000
2.427735227509643e-002	2.379336e+000
2.431687081680423e-002	2.380902e+000
2.438803484345473e-002	2.381135e+000
2.457705668190315e-002	2.381555e+000
2.458300000000000e-002	2.381568e+000
2.458307429147621e-002	2.381495e+000
2.458322287442863e-002	2.381285e+000
2.458328484857561e-002	2.381160e+000
2.458333489264755e-002	2.381025e+000
2.458340165813526e-002	2.380800e+000
2.458347770352545e-002	2.380485e+000
2.458354636858974e-002	2.380135e+000
2.458362427737727e-002	2.379650e+000
2.458372413470594e-002	2.378891e+000
2.458386203738494e-002	2.377601e+000
2.458403349226628e-002	2.375602e+000
2.458425992749580e-002	2.372292e+000
2.458455064831501e-002	2.366906e+000
2.458496399272363e-002	2.357059e+000
2.458556485735284e-002	2.338374e+000
2.458643822190611e-002	2.303993e+000
2.458711897421778e-002	2.271261e+000
2.458780129568967e-002	2.232728e+000
2.458844029870966e-002	2.191905e+000
2.458916584203769e-002	2.140300e+000
2.459000827216109e-002	2.074043e+000
2.459120219448493e-002	1.971946e+000
2.459196593091948e-002	1.902758e+000
2.459214441478152e-002	1.885943e+000
2.459250138250559e-002	1.851560e+000
2.459300000000000e-002	1.803023e+000
2.459300898911581e-002	1.802137e+000
2.459302696734743e-002	1.800367e+000
2.459367932032342e-002	1.737696e+000
2.459433167329942e-002	1.677286e+000
2.459498402627542e-002	1.619137e+000
2.459563637925141e-002	1.563248e+000
2.459628873222741e-002	1.509621e+000
2.459694108520340e-002	1.458255e+000
2.459759343817940e-002	1.409150e+000
2.460219586547461e-002	1.081899e+000
2.460313708785872e-002	1.022959e+000
2.460501953262695e-002	9.174743e-001
2.460608027841936e-002	8.612111e-001
2.460682513264018e-002	8.238898e-001
2.460742833458831e-002	7.948898e-001
2.460800750481709e-002	7.679939e-001
2.460846333531441e-002	7.475035e-001
2.460896953301983e-002	7.254964e-001
2.460956525450726e-002	7.004944e-001
2.461022303826799e-002	6.740040e-001
2.461103130489539e-002	6.430176e-001
2.461201692138769e-002	6.075209e-001
2.461344188454910e-002	5.604294e-001
2.461560027809401e-002	4.980865e-001
2.461969344902017e-002	4.021453e-001
2.462571068193604e-002	2.971238e-001
2.463278188433377e-002	2.123903e-001
2.463927242228009e-002	1.619219e-001
2.464610613679766e-002	1.282672e-001
2.465307778415737e-002	1.065684e-001
2.466096356134664e-002	9.153618e-002
2.466942167884197e-002	8.205015e-002
2.467926415825372e-002	7.598036e-002
2.469046168121779e-002	7.247423e-002
2.470430158681686e-002	7.053471e-002
2.472139767312276e-002	6.962678e-002
2.474456569597082e-002	6.927238e-002
2.477722952140251e-002	6.917688e-002
2.499000000000000e-002	6.916472e-002
2.499003094153289e-002	6.917649e-002
2.499009282459866e-002	6.922218e-002
2.499017193755950e-002	6.933473e-002
2.499025859409488e-002	6.954332e-002
2.499035138156791e-002	6.987932e-002
2.499044886225790e-002	7.037141e-002
2.499056271860475e-002	7.113513e-002
2.499070026112990e-002	7.235464e-002
2.499092433354580e-002	7.506590e-002
2.499131812486384e-002	8.202830e-002
2.499210570749993e-002	1.027087e-001
2.499316158346955e-002	1.432020e-001
2.499458951046556e-002	2.193507e-001
2.499616950583686e-002	3.258396e-001
2.499696646955411e-002	3.909197e-001
2.499856039698861e-002	5.388774e-001
2.499908938477099e-002	5.919434e-001
2.499941425965058e-002	6.264421e-001
2.499959169173055e-002	6.456931e-001
2.499964513584007e-002	6.515586e-001
2.499969524728875e-002	6.570883e-001
2.499973858944618e-002	6.618792e-001
2.499978377746398e-002	6.668755e-001
2.499982402692902e-002	6.713241e-001
2.499987184925220e-002	6.766086e-001
2.499990435535363e-002	6.802014e-001
2.499993498779713e-002	6.835882e-001
2.499994622974472e-002	6.848320e-001
2.499997002147312e-002	6.874653e-001
2.499998239507008e-002	6.888357e-001
2.500000000000000e-002	6.907861e-001
2.500000176049299e-002	6.909813e-001
2.500000528147897e-002	6.913713e-001
2.500001232345094e-002	6.921512e-001
2.500002640739487e-002	6.937097e-001
2.500105252331002e-002	8.014561e-001
2.500207863922516e-002	9.022488e-001
2.500310475514030e-002	9.960877e-001
2.500413087105544e-002	1.082973e+000
2.500515698697058e-002	1.162904e+000
2.500618310288572e-002	1.235882e+000
2.500720921880087e-002	1.301906e+000
2.501442019809472e-002	1.691757e+000
2.502189115733589e-002	1.955984e+000
2.503171336312638e-002	2.155078e+000
2.504196621214454e-002	2.264921e+000
2.505608140106609e-002	2.333575e+000
2.507235430847666e-002	2.364740e+000
2.509608855541528e-002	2.377763e+000
2.512722230972717e-002	2.381279e+000
2.518123865508709e-002	2.381837e+000
2.540663664355544e-002	2.382315e+000
2.541600000000000e-002	2.382335e+000
2.541609816432210e-002	2.382212e+000
2.541629449296630e-002	2.381855e+000
2.541637529351879e-002	2.381637e+000
2.541643542717912e-002	2.381419e+000
2.541648391413814e-002	2.381206e+000
2.541653853086825e-002	2.380917e+000
2.541663982515273e-002	2.380269e+000
2.541674779150698e-002	2.379416e+000
2.541690383773246e-002	2.377879e+000
2.541707527442137e-002	2.375762e+000
2.541764255887491e-002	2.365608e+000
2.541812641086524e-002	2.353168e+000
2.541878034163779e-002	2.331516e+000
2.541956771049357e-002	2.298838e+000
2.542027753169669e-002	2.263427e+000
2.542088336812689e-002	2.228481e+000
2.542148413679725e-002	2.189537e+000
2.542221946774657e-002	2.136775e+000
2.542307604176140e-002	2.068893e+000
2.542432210384113e-002	1.961753e+000
2.542497723574289e-002	1.902183e+000
2.542516239668339e-002	1.884694e+000
2.542553271856439e-002	1.849001e+000
2.542600000000000e-002	1.803493e+000
2.542600892816683e-002	1.802614e+000
2.542602678450049e-002	1.800856e+000
2.542667471432181e-002	1.738600e+000
2.542732264414313e-002	1.678576e+000
2.542797057396445e-002	1.620784e+000
2.542861850378577e-002	1.565225e+000
2.542926643360709e-002	1.511897e+000
2.542991436342841e-002	1.460802e+000
2.543056229324973e-002	1.411939e+000
2.543513351466628e-002	1.086253e+000
2.543608263016044e-002	1.026677e+000
2.543798086114876e-002	9.200423e-001
2.543905531745799e-002	8.629388e-001
2.543981193014873e-002	8.249701e-001
2.544041618501522e-002	7.958826e-001
2.544099649713556e-002	7.689149e-001
2.544148365901353e-002	7.470139e-001
2.544199913992353e-002	7.246158e-001
2.544259682197806e-002	6.995614e-001
2.544325091596771e-002	6.732562e-001
2.544406371686784e-002	6.421402e-001
2.544504778102192e-002	6.067572e-001
2.544648796940095e-002	5.592612e-001
2.544865602281234e-002	4.968410e-001
2.545280892761283e-002	3.999527e-001
2.545883197725482e-002	2.954540e-001
2.546591043588287e-002	2.112570e-001
2.547239031583581e-002	1.612533e-001
2.547923771664544e-002	1.277956e-001
2.548621169384547e-002	1.062637e-001
2.549411715656603e-002	9.132689e-002
2.550258474518708e-002	8.192149e-002
2.551245780215547e-002	7.589982e-002
2.552368149976570e-002	7.242963e-002
2.553757972758172e-002	7.051157e-002
2.555474296385785e-002	6.961699e-002
2.557805084590716e-002	6.926922e-002
2.561093295239167e-002	6.917628e-002
2.582300000000000e-002	6.916472e-002
2.582303094153295e-002	6.917649e-002
2.582309282459884e-002	6.922218e-002
2.582317193755979e-002	6.933473e-002
2.582325859409525e-002	6.954332e-002
2.582335138156808e-002	6.987932e-002
2.582344886225815e-002	7.037141e-002
2.582356271860493e-002	7.113513e-002
2.582370026113054e-002	7.235464e-002
2.582392433354644e-002	7.506590e-002
2.582431812486681e-002	8.202830e-002
2.582510570750757e-002	1.027087e-001
2.582616158347713e-002	1.432020e-001
2.582758951047712e-002	2.193507e-001
2.582916950584666e-002	3.258396e-001
2.582996646954280e-002	3.909197e-001
2.583156039693508e-002	5.388775e-001
2.583208940615671e-002	5.919457e-001
2.583241430810122e-002	6.264473e-001
2.583259173942141e-002	6.456984e-001
2.583264513735962e-002	6.515594e-001
2.583269865285751e-002	6.574667e-001
2.583273998491315e-002	6.620384e-001
2.583278628791837e-002	6.671627e-001
2.583282319980781e-002	6.712463e-001
2.583287074560997e-002	6.765051e-001
2.583292351751100e-002	6.823446e-001
2.583300000000000e-002	6.908142e-001
2.583300764824890e-002	6.916617e-001
2.583302294474670e-002	6.933553e-001
2.583305353774229e-002	6.967365e-001
2.583311472373349e-002	7.034735e-001
2.583397132761023e-002	7.943590e-001
2.583495030346937e-002	8.908745e-001
2.583690825518763e-002	1.063159e+000
2.584082415862417e-002	1.340734e+000
2.584865596549724e-002	1.743809e+000
2.585607866010441e-002	1.988810e+000
2.586635032821847e-002	2.178493e+000
2.587666378498262e-002	2.277955e+000
2.589157794531698e-002	2.341289e+000
2.590822264957680e-002	2.368421e+000
2.593358570483947e-002	2.379461e+000
2.596624111615336e-002	2.382220e+000
2.602621085925968e-002	2.382606e+000
2.623900000000000e-002	2.383034e+000
2.624900000000000e-002	2.383054e+000
2.624903163230095e-002	2.383040e+000
2.624909489690286e-002	2.382986e+000
2.624922142610667e-002	2.382809e+000
2.624928069513546e-002	2.382689e+000
2.624934230757289e-002	2.382522e+000
2.624941189748742e-002	2.382286e+000
2.624947109934420e-002	2.382035e+000
2.624955196490737e-002	2.381613e+000
2.624962915673978e-002	2.381117e+000
2.624975401525329e-002	2.380127e+000
2.624988888103437e-002	2.378793e+000
2.625009359964807e-002	2.376255e+000
2.625067575939779e-002	2.365593e+000
2.625111713383335e-002	2.354087e+000
2.625186243235220e-002	2.328642e+000
2.625277294679472e-002	2.289560e+000
2.625345392392969e-002	2.254175e+000
2.625412248112735e-002	2.213940e+000
2.625476053331580e-002	2.170890e+000
2.625555706306890e-002	2.111369e+000
2.625650247685932e-002	2.034196e+000
2.625739103792194e-002	1.956280e+000
2.625804542873379e-002	1.896101e+000
2.625820217023709e-002	1.881258e+000
2.625851565324370e-002	1.850999e+000
2.625900000000000e-002	1.803798e+000
2.625900896143679e-002	1.802915e+000
2.625902688431038e-002	1.801150e+000
2.625967722858050e-002	1.738644e+000
2.626032757285063e-002	1.678388e+000
2.626097791712075e-002	1.620380e+000
2.626162826139087e-002	1.564621e+000
2.626227860566100e-002	1.511111e+000
2.626292894993112e-002	1.459851e+000
2.626357929420125e-002	1.410839e+000
2.626816754983928e-002	1.084188e+000
2.626911220809719e-002	1.024949e+000
2.627100152461301e-002	9.189259e-001
2.627206862205059e-002	8.622569e-001
2.627281908200937e-002	8.246167e-001
2.627342273816929e-002	7.955691e-001
2.627400238073676e-002	7.686322e-001
2.627446733650187e-002	7.477201e-001
2.627497514548337e-002	7.256345e-001
2.627557171426842e-002	7.005906e-001
2.627622637939402e-002	6.742188e-001
2.627703462059088e-002	6.432216e-001
2.627801524528905e-002	6.078858e-001
2.627943893483576e-002	5.607977e-001
2.628158473307437e-002	4.987354e-001
2.628566182405448e-002	4.030108e-001
2.629169051014760e-002	2.975695e-001
2.629875368960942e-002	2.127362e-001
2.630525083060061e-002	1.621077e-001
2.631207527115378e-002	1.284188e-001
2.631905048944980e-002	1.066570e-001
2.632692656227888e-002	9.160236e-002
2.633538560968731e-002	8.208790e-002
2.634521491381574e-002	7.600567e-002
2.635640846844514e-002	7.248753e-002
2.637022636561771e-002	7.054196e-002
2.638730712954932e-002	6.962974e-002
2.641042675843561e-002	6.927337e-002
2.644303289521440e-002	6.917707e-002
2.665600000000000e-002	6.916472e-002
2.665603094153288e-002	6.917649e-002
2.665609282459865e-002	6.922218e-002
2.665617193755945e-002	6.933473e-002
2.665625859409479e-002	6.954332e-002
2.665635138156787e-002	6.987932e-002
2.665644886225786e-002	7.037141e-002
2.665656271860471e-002	7.113513e-002
2.665670026112986e-002	7.235464e-002
2.665692433354547e-002	7.506590e-002
2.665731812486391e-002	8.202830e-002
2.665810570750081e-002	1.027087e-001
2.665916158347011e-002	1.432020e-001
2.666058951046649e-002	2.193507e-001
2.666216950583688e-002	3.258396e-001
2.666296646955255e-002	3.909197e-001
2.666456039698389e-002	5.388775e-001
2.666508942663249e-002	5.919479e-001
2.666541435457728e-002	6.264524e-001
2.666559178524346e-002	6.457034e-001
2.666564513866764e-002	6.515602e-001
2.666570303018740e-002	6.579523e-001
2.666574426964800e-002	6.625162e-001
2.666579299885786e-002	6.679133e-001
2.666583143569930e-002	6.721690e-001
2.666587922669198e-002	6.774591e-001
2.666593343100602e-002	6.834613e-001
2.666600000000000e-002	6.908374e-001
2.666600665689940e-002	6.915755e-001
2.666601997069820e-002	6.930505e-001
2.666604659829579e-002	6.959958e-001
2.666609985349097e-002	7.018672e-001
2.666684542622359e-002	7.814531e-001
2.666769750934659e-002	8.667608e-001
2.666940167559257e-002	1.021193e+000
2.667281000808455e-002	1.276468e+000
2.667962667306849e-002	1.657396e+000
2.668713079091462e-002	1.935205e+000
2.669666269786948e-002	2.140486e+000
2.670688278464774e-002	2.257709e+000
2.672049962461134e-002	2.329977e+000
2.673654909861794e-002	2.364050e+000
2.675929050900552e-002	2.378476e+000
2.678951744309947e-002	2.382564e+000
2.684010811781168e-002	2.383255e+000
2.707200000000000e-002	2.383707e+000
2.708200000000000e-002	2.383727e+000
2.708203174974043e-002	2.383713e+000
2.708209524922129e-002	2.383660e+000
2.708222224818301e-002	2.383484e+000
2.708228411006353e-002	2.383359e+000
2.708234958896004e-002	2.383178e+000
2.708241971898723e-002	2.382931e+000
2.708248635397400e-002	2.382638e+000
2.708256195966906e-002	2.382226e+000
2.708265140137746e-002	2.381625e+000
2.708277745575457e-002	2.380576e+000
2.708293215485021e-002	2.378964e+000
2.708313973286169e-002	2.376240e+000
2.708340126684591e-002	2.371881e+000
2.708376961620785e-002	2.364004e+000
2.708428121849335e-002	2.349700e+000
2.708507843079884e-002	2.321137e+000
2.708580388736679e-002	2.289016e+000
2.708646124900292e-002	2.254359e+000
2.708710303244279e-002	2.215703e+000
2.708774518564715e-002	2.172447e+000
2.708852679757659e-002	2.114187e+000
2.708947167245604e-002	2.037109e+000
2.709043772109215e-002	1.952417e+000
2.709104001863410e-002	1.897009e+000
2.709120483451475e-002	1.881382e+000
2.709153446627605e-002	1.849551e+000
2.709200000000000e-002	1.804161e+000
2.709200892475083e-002	1.803282e+000
2.709202677425248e-002	1.801524e+000
2.709267445616968e-002	1.739251e+000
2.709332213808687e-002	1.679212e+000
2.709396982000407e-002	1.621405e+000
2.709461750192126e-002	1.565831e+000
2.709526518383846e-002	1.512490e+000
2.709591286575565e-002	1.461382e+000
2.709656054767285e-002	1.412507e+000
2.710113002009653e-002	1.086740e+000
2.710207895369044e-002	1.027139e+000
2.710397682087827e-002	9.204585e-001
2.710505025185834e-002	8.633735e-001
2.710580575870477e-002	8.254364e-001
2.710640995397459e-002	7.963330e-001
2.710699016837408e-002	7.693503e-001
2.710747251678474e-002	7.476482e-001
2.710798639328688e-002	7.252994e-001
2.710858385618236e-002	7.002287e-001
2.710923815343543e-002	6.738874e-001
2.711004999788480e-002	6.427742e-001
2.711103344314316e-002	6.073723e-001
2.711247005580722e-002	5.599318e-001
2.711463340757771e-002	4.975422e-001
2.711876949594133e-002	4.008354e-001
2.712478419669821e-002	2.962056e-001
2.713186491565941e-002	2.117184e-001
2.713834437078670e-002	1.615523e-001
2.714519032447129e-002	1.279900e-001
2.715215950243688e-002	1.063978e-001
2.716006039192024e-002	9.141350e-002
2.716852031674496e-002	8.197749e-002
2.717838403651833e-002	7.593331e-002
2.718959278255898e-002	7.244888e-002
2.720347036990376e-002	7.052124e-002
2.722060023656912e-002	6.962117e-002
2.724385440944347e-002	6.927055e-002
2.727663556777061e-002	6.917652e-002
2.748900000000000e-002	6.916472e-002
2.748903094153291e-002	6.917649e-002
2.748909282459872e-002	6.922218e-002
2.748917193755958e-002	6.933473e-002
2.748925859409497e-002	6.954332e-002
2.748935138156797e-002	6.987932e-002
2.748944886225797e-002	7.037141e-002
2.748956271860480e-002	7.113513e-002
2.748970026113012e-002	7.235464e-002
2.748992433354581e-002	7.506590e-002
2.749031812486482e-002	8.202830e-002
2.749110570750285e-002	1.027087e-001
2.749216158347229e-002	1.432020e-001
2.749358951046973e-002	2.193507e-001
2.749516950583995e-002	3.258396e-001
2.749596646954965e-002	3.909197e-001
2.749756039696904e-002	5.388777e-001
2.749808944731091e-002	5.919502e-001
2.749841440127132e-002	6.264575e-001
2.749859183122245e-002	6.457085e-001
2.749864514009775e-002	6.515610e-001
2.749870837946642e-002	6.585456e-001
2.749875038427492e-002	6.631964e-001
2.749880178399042e-002	6.688930e-001
2.749884293515403e-002	6.734525e-001
2.749889089324327e-002	6.787646e-001
2.749893527624183e-002	6.836824e-001
2.749900000000000e-002	6.908578e-001
2.749900647237582e-002	6.915756e-001
2.749901941712745e-002	6.930104e-001
2.749904530663072e-002	6.958754e-001
2.749909708563726e-002	7.015873e-001
2.749982199172879e-002	7.790782e-001
2.750065045583340e-002	8.622851e-001
2.750230738404261e-002	1.013312e+000
2.750562124046104e-002	1.264169e+000
2.751224895329790e-002	1.640390e+000
2.751977203351482e-002	1.925006e+000
2.752916452184311e-002	2.133162e+000
2.753937346077129e-002	2.254084e+000
2.755275577890763e-002	2.328083e+000
2.756870692096413e-002	2.363622e+000
2.759098925082026e-002	2.378746e+000
2.762081112959214e-002	2.383132e+000
2.766987215744174e-002	2.383896e+000
2.790960462404817e-002	2.384346e+000
2.791500000000000e-002	2.384356e+000
2.791506744219940e-002	2.384300e+000
2.791520232659819e-002	2.384137e+000
2.791526044993585e-002	2.384035e+000
2.791531063750782e-002	2.383913e+000
2.791537294450679e-002	2.383722e+000
2.791544618083061e-002	2.383436e+000
2.791552692942068e-002	2.383042e+000
2.791560350189781e-002	2.382575e+000
2.791571562203353e-002	2.381729e+000
2.791585264046156e-002	2.380437e+000
2.791604514786522e-002	2.378154e+000
2.791660373172602e-002	2.368374e+000
2.791703847642308e-002	2.357489e+000
2.791773230676720e-002	2.334665e+000
2.791864735037391e-002	2.296575e+000
2.791934686556276e-002	2.261104e+000
2.792003677782711e-002	2.220323e+000
2.792066648061330e-002	2.178450e+000
2.792143524045044e-002	2.121752e+000
2.792234694750609e-002	2.047767e+000
2.792354087800123e-002	1.943392e+000
2.792404137873637e-002	1.897436e+000
2.792416851935636e-002	1.885318e+000
2.792433804018302e-002	1.869026e+000
2.792467708183632e-002	1.836131e+000
2.792500000000000e-002	1.804547e+000
2.792500863896635e-002	1.803696e+000
2.792502591689906e-002	1.801993e+000
2.792565285902876e-002	1.741641e+000
2.792627980115846e-002	1.683393e+000
2.792690674328816e-002	1.627250e+000
2.792753368541786e-002	1.573211e+000
2.792816062754755e-002	1.521275e+000
2.792878756967725e-002	1.471445e+000
2.792941451180695e-002	1.423718e+000
2.793383766258025e-002	1.105414e+000
2.793482167559828e-002	1.042932e+000
2.793678970163434e-002	9.310348e-001
2.793791353586930e-002	8.707121e-001
2.793870793611211e-002	8.305291e-001
2.793931894943887e-002	8.009149e-001
2.793990710628674e-002	7.734462e-001
2.794048310665316e-002	7.474698e-001
2.794102385611717e-002	7.239464e-001
2.794162833690442e-002	6.986241e-001
2.794227519795287e-002	6.726462e-001
2.794310643055012e-002	6.408796e-001
2.794409150816582e-002	6.055612e-001
2.794559346047933e-002	5.562752e-001
2.794781675223730e-002	4.929212e-001
2.795223333419797e-002	3.917185e-001
2.795838709617290e-002	2.875647e-001
2.796542446721346e-002	2.065029e-001
2.797190096117245e-002	1.582300e-001
2.797875730697981e-002	1.258587e-001
2.798578813044506e-002	1.049134e-001
2.799373818357352e-002	9.045812e-002
2.800228893402497e-002	8.135784e-002
2.801225429711907e-002	7.556525e-002
2.802363757377673e-002	7.223728e-002
2.803774599554749e-002	7.041591e-002
2.805526281804564e-002	6.957585e-002
2.807912606445107e-002	6.925634e-002
2.811308004070017e-002	6.917392e-002
2.832200000000000e-002	6.916472e-002
2.832201936512572e-002	6.916922e-002
2.832205809537716e-002	6.918921e-002
2.832213555588003e-002	6.927040e-002
2.832221028389058e-002	6.942127e-002
2.832234419744237e-002	6.986249e-002
2.832244518207376e-002	7.035326e-002
2.832256928805653e-002	7.117642e-002
2.832268510954946e-002	7.219465e-002
2.832291675253532e-002	7.498944e-002
2.832332503061836e-002	8.223482e-002
2.832414158678442e-002	1.038365e-001
2.832518449654435e-002	1.441947e-001
2.832663321085088e-002	2.219655e-001
2.832818324755413e-002	3.265435e-001
2.832890545474820e-002	3.851656e-001
2.833034986913633e-002	5.177282e-001
2.833102240435447e-002	5.846128e-001
2.833120614174986e-002	6.041565e-001
2.833157361654062e-002	6.438470e-001
2.833171020392540e-002	6.587991e-001
2.833172682523043e-002	6.606368e-001
2.833176006784050e-002	6.643230e-001
2.833180290039778e-002	6.690735e-001
2.833183856653495e-002	6.730279e-001
2.833188372222463e-002	6.780329e-001
2.833194287641291e-002	6.845906e-001
2.833200000000000e-002	6.909262e-001
2.833200571235871e-002	6.915600e-001
2.833201713707613e-002	6.928269e-001
2.833203998651096e-002	6.953571e-001
2.833208568538063e-002	7.004034e-001
2.833217708311997e-002	7.104396e-001
2.833345665147070e-002	8.434287e-001
2.833491901530011e-002	9.797945e-001
2.833784374295892e-002	1.210915e+000
2.834369319827655e-002	1.564706e+000
2.835131451422130e-002	1.879541e+000
2.836012799803872e-002	2.098774e+000
2.837032107984459e-002	2.236142e+000
2.838276082900882e-002	2.317207e+000
2.839836079576721e-002	2.359333e+000
2.841884781845501e-002	2.377499e+000
2.844717471843778e-002	2.383305e+000
2.849056675389990e-002	2.384457e+000
2.852616312719654e-002	2.384533e+000
2.856175950049318e-002	2.384606e+000
2.859735587378982e-002	2.384676e+000
2.863295224708647e-002	2.384744e+000
2.866854862038311e-002	2.384809e+000
2.870414499367975e-002	2.384871e+000
2.873974136697639e-002	2.384931e+000
2.874800000000000e-002	2.384946e+000
2.874802709123659e-002	2.384936e+000
2.874808127370978e-002	2.384898e+000
2.874818963865616e-002	2.384770e+000
2.874825152991148e-002	2.384661e+000
2.874831646391610e-002	2.384504e+000
2.874838747394617e-002	2.384283e+000
2.874844038535472e-002	2.384075e+000
2.874851435926716e-002	2.383716e+000
2.874859253653680e-002	2.383245e+000
2.874871415564325e-002	2.382336e+000
2.874884731011219e-002	2.381085e+000
2.874904299438689e-002	2.378768e+000
2.874960648489695e-002	2.368872e+000
2.875003650533769e-002	2.358078e+000
2.875074760147525e-002	2.334608e+000
2.875165442642890e-002	2.296726e+000
2.875236412820416e-002	2.260723e+000
2.875298982431038e-002	2.223829e+000
2.875362167999606e-002	2.182016e+000
2.875436611032532e-002	2.127489e+000
2.875527651758324e-002	2.053791e+000
2.875664993754907e-002	1.933894e+000
2.875700666972416e-002	1.901074e+000
2.875728653564982e-002	1.874458e+000
2.875744026814867e-002	1.859658e+000
2.875769253500230e-002	1.835121e+000
2.875800000000000e-002	1.805014e+000
2.875800860713609e-002	1.804166e+000
2.875802582140827e-002	1.802469e+000
2.875865045357022e-002	1.742333e+000
2.875927508573217e-002	1.684287e+000
2.875989971789413e-002	1.628329e+000
2.876052435005608e-002	1.574461e+000
2.876114898221803e-002	1.522683e+000
2.876177361437998e-002	1.472994e+000
2.876239824654193e-002	1.425394e+000
2.876680510021995e-002	1.107913e+000
2.876779373551463e-002	1.045057e+000
2.876977100610400e-002	9.324858e-001
2.877090399199141e-002	8.716113e-001
2.877170624526073e-002	8.310031e-001
2.877231916697881e-002	8.012826e-001
2.877290970369105e-002	7.737004e-001
2.877350380257230e-002	7.469157e-001
2.877404888530808e-002	7.232202e-001
2.877465509813513e-002	6.978523e-001
2.877530007057849e-002	6.719813e-001
2.877613555000091e-002	6.400924e-001
2.877711976271944e-002	6.048575e-001
2.877863559444649e-002	5.552113e-001
2.878086893111894e-002	4.917572e-001
2.878533560446385e-002	3.898586e-001
2.879151457870342e-002	2.858743e-001
2.879854457318697e-002	2.054739e-001
2.880502112315383e-002	1.575697e-001
2.881188010569533e-002	1.254328e-001
2.881892310603039e-002	1.046183e-001
2.882688353159412e-002	9.026815e-002
2.883545278040801e-002	8.123508e-002
2.884543948859146e-002	7.549239e-002
2.885685858506284e-002	7.219563e-002
2.887101517045428e-002	7.039530e-002
2.888861207941576e-002	6.956709e-002
2.891260295849117e-002	6.925364e-002
2.894680294836085e-002	6.917346e-002
2.915500000000000e-002	6.916472e-002
2.915502036532316e-002	6.916971e-002
2.915506109596947e-002	6.919193e-002
2.915514255726209e-002	6.928146e-002
2.915521739282567e-002	6.943615e-002
2.915534325375444e-002	6.985546e-002
2.915544337193979e-002	7.034203e-002
2.915556536652164e-002	7.114749e-002
2.915568364722317e-002	7.218565e-002
2.915592020862622e-002	7.502445e-002
2.915630916846367e-002	8.183392e-002
2.915708708813857e-002	1.021108e-001
2.915813655768922e-002	1.420735e-001
2.915955705476266e-002	2.173116e-001
2.916112265297341e-002	3.224460e-001
2.916198431102884e-002	3.921103e-001
2.916327668388914e-002	5.103390e-001
2.916393566599774e-002	5.756044e-001
2.916418929621266e-002	6.024161e-001
2.916449273957015e-002	6.350268e-001
2.916463687103313e-002	6.507511e-001
2.916471173707402e-002	6.590059e-001
2.916476215888386e-002	6.645919e-001
2.916481949835535e-002	6.709532e-001
2.916486696027752e-002	6.762177e-001
2.916491757127383e-002	6.818299e-001
2.916493541668745e-002	6.838089e-001
2.916496430917277e-002	6.870142e-001
2.916500000000000e-002	6.909752e-001
2.916500356908272e-002	6.913714e-001
2.916501070724817e-002	6.921635e-001
2.916502498357906e-002	6.937463e-001
2.916505353624085e-002	6.969064e-001
2.916511064156442e-002	7.032046e-001
2.916591011609439e-002	7.883772e-001
2.916682380127151e-002	8.792604e-001
2.916865117162575e-002	1.042664e+000
2.917230591233422e-002	1.309406e+000
2.917961539375116e-002	1.702238e+000
2.918707528486440e-002	1.963701e+000
2.919696779937381e-002	2.161686e+000
